,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15
0.2,29.565435200000138,4.102039800000057,2.118772699999681,1.5281527999995888,2.025564999999915,29.731568100000004,0.053728000000774045,6.168307300000379,2.740302899999733,4.732998299999963,5.05463939999936,6.05992200000037,5.224147900000389,3.7299423000004026,2.00125239999943
0.25,20.749308700000256,2.514536099999532,1.3486219999995228,0.8643847000003007,1.2079159999993863,20.87855099999979,0.03566270000010263,4.381384299998899,1.5860253999999259,2.7768926999997348,3.180802799999583,3.9310299000007944,3.2276034999995318,2.3301152999993064,1.153427900000679
0.3,14.364250000000538,1.8417928999988362,0.9599612999991223,0.6434013999987656,0.9497049000001425,14.316803799998524,0.026105500000994653,2.913543099999515,1.181970600000568,2.118818300001294,2.170292500000869,2.6019690000011906,2.184764499999801,1.5419354000005114,0.8676042999995843
0.35,11.087691900000209,1.5034598000002006,0.7167778999992152,0.48227310000038415,0.6994282999985444,11.033123999999589,0.019940999998652842,2.1259176999992633,0.8496756000004098,1.499941599999147,1.613755399999718,1.9973508000002766,1.6343249000001379,1.1123697000002721,0.6785443999997369
0.4,8.816079500000342,1.1475544000004447,0.5948383999984799,0.3735775000004651,0.5696164000000863,8.565016800001104,0.016129999999975553,1.6606754000004003,0.6957047000014427,1.1625438000010035,1.1856471999999485,1.4848149999997986,1.2102613000006386,0.8123983000004955,0.5421239000006608
0.45,7.8991069000003336,0.8988542999995843,0.4224992999988899,0.30344500000137486,0.4927657000007457,7.451429700000517,0.013511799999832874,1.329219400000511,0.5320111000000907,0.9846586999992724,0.9167882000001555,1.175490899999204,0.9377486000012141,0.6663769000006141,0.41909039999882225
0.5,7.114761900000303,0.6717886000005819,0.44449270000040997,0.24463180000020657,0.3660650000001624,6.496377400000711,0.011476800000309595,1.1272037999988243,0.44662849999986065,0.8294477999988885,0.7932130999997753,1.035327600000528,0.791523199999574,0.5611771999992925,0.352174699999523
0.55,5.704428600000028,0.6141998000002786,0.3326044000004913,0.2120918000000529,0.3164816999997129,5.194056799999089,0.009987999999793828,0.9352593000003253,0.3606615000007878,0.7436687000008533,0.6647846000014397,0.8139283999989857,0.7049131000003399,0.4580955000001268,0.25898249999954714
0.6,5.747578000000431,0.5713058000001183,0.3208054999995511,0.18211990000054357,0.24110909999944852,4.815413300000728,0.008909100000892067,0.8615737000000081,0.32681919999959064,0.6243995999993786,0.5747190000001865,0.7623139000006631,0.5934520999999222,0.4011502000012115,0.24206969999977446
0.65,4.76985330000025,0.5384494999998424,0.2779482999994798,0.1543141000001924,0.2450247999986459,4.1144272000001365,0.007683099998757825,0.7105675999991945,0.2454567999993742,0.5392780000001949,0.5595941999999923,0.6833772000009048,0.5229018000009091,0.35131970000111323,0.19128549999913957
0.7,4.826385100001062,0.4711331999988033,0.2396703999984311,0.14519899999868358,0.23161830000026384,3.7921446000000287,0.007595099999889499,0.7090049999987968,0.2657832999993843,0.5160677000003489,0.4794896000003064,0.6053040999995574,0.4787369999994553,0.3376010000010865,0.2014139000002615
0.75,4.165311800001291,0.39683749999858264,0.23237320000043837,0.12191660000098636,0.20203179999953136,3.73453150000023,0.007126100001187297,0.6580059999996593,0.262940399999934,0.49763480000001437,0.46228920000066864,0.5595755999984249,0.47299220000058995,0.2844165000005887,0.16742299999896204
0.8,4.035345600001165,0.4001578999996127,0.21440919999986363,0.1256613000005018,0.19534159999966505,3.4912223999999696,0.006638499999098713,0.5694497000004048,0.2578997000000527,0.4571360000009008,0.40642169999955513,0.5188364999994519,0.43104520000088087,0.28244230000018433,0.18259299999954237
0.85,4.516007100000934,0.3390681000000768,0.18901430000005348,0.10777500000040163,0.16504470000108995,3.309220600000117,0.006478900000729482,0.5131965000000491,0.23504879999927653,0.414654199999859,0.41803580000123475,0.47172259999933885,0.42397689999961585,0.2476838000002317,0.1597513999986404
0.9,3.8998290999988967,0.36478429999988293,0.19558369999867864,0.10856699999931152,0.1773671999999351,3.0174248999992415,0.005865799999810406,0.5106493999992381,0.21510379999926954,0.39603360000000976,0.37065849999999045,0.4663376000007702,0.38685679999980493,0.2786097999996855,0.1478357000014512
