,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15
0.3e0.01c,0.5306,1.2448,1.3331,0.4365,1.5598,0.5581,27.4037,0.7846,0.8625,1.0642,0.4016,0.5803,0.5627,0.4097,1.8889
0.3e0.05c,0.5388,1.304,1.3603,0.4851,1.9085,0.5623,24.9682,0.7948,0.8784,1.116,0.4306,0.6153,0.6692,0.4554,1.9287
