,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15
pca,505.84538050000003,105.46845150000001,59.69871520000004,3.770842000000016,26.03440480000006,378.51112350000005,2.670064800000091,123.61524839999993,42.19773670000018,78.18236559999991,55.28308600000014,87.43635659999995,68.40986840000005,40.66110949999984,49.97744439999997
0.3e0.05c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
