,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15
0.2,29.597935700000562,4.301138099999662,2.312557000000197,1.4804872000004252,2.139029599999958,28.352788099999998,0.07060839999940072,6.19910340000024,2.6402437999995527,4.372153299999809,4.929553199999646,5.865322100000412,4.856503099999827,3.55340410000008,1.907415000000583
0.25,18.582519100000354,2.639512400000058,1.4196746999996321,0.9107890999994197,1.2767258000003494,20.517037499999788,0.04638619999968796,4.0893629000001965,1.6871327999997447,2.7303841999992073,3.011150700000144,3.6548899999997957,3.011704500000633,2.218312699999842,1.347993000000315
0.3,13.360327000000325,1.7267620000002353,0.9787384999999631,0.6334452000000965,1.0105784999996104,13.096869299999526,0.031401000000187196,3.1674960000000283,1.1764001000001372,1.8946381999994628,2.0471972000004826,2.4388772000002064,2.0810604000007515,1.4764376000002812,0.7952738000003592
0.35,11.351125000000138,1.3152406999997766,0.6713745999995808,0.45755759999974543,0.7146250999994663,9.514062999999624,0.025634399999944435,2.084885700000086,0.8685496999996758,1.4195055999998658,1.5119853000005605,1.8722508999999263,1.4831977999992887,1.0704170999997586,0.6297531000000163
0.4,8.687525000000278,1.0531352000007246,0.5522181999995155,0.373697699999866,0.5727098000006663,8.29481399999986,0.02061429999957909,1.5347768999999971,0.6326778999991802,1.177168399999573,1.118058000000019,1.4176550000001953,1.1238096999995832,0.8331413000005341,0.5338780000001861
0.45,7.51232550000077,0.846605400000044,0.48462540000036824,0.30170880000059697,0.4344240999998874,6.445968399999401,0.017511799999738287,1.1906746000004205,0.5718885999995109,0.9651635000000169,0.8827185999998619,1.1648702000002231,0.9310566000003746,0.6529834000002666,0.4681999000003998
0.5,6.958284600000297,0.678714000000582,0.39133459999993647,0.23985579999953188,0.377909499999987,5.332244000000173,0.014554999999745633,0.9755460000005769,0.46672620000026654,0.748755099999471,0.7592544999997699,0.9246484000004784,0.7867796000000453,0.5246852000000217,0.353526700000657
0.55,5.658377100000507,0.6232978999996703,0.33530289999998786,0.21142729999974108,0.30510789999971166,4.585545699999784,0.013535400000364461,0.9197900999997728,0.3693637000005765,0.6835843999997451,0.6655233000001317,0.8016627000006338,0.6393072999999276,0.44383449999986624,0.2748293000004196
0.6,5.040256500000396,0.5097839000000022,0.3408107999994172,0.18298689999937778,0.2667860000001383,4.188753900000847,0.013305299999956333,0.773326200000156,0.30900110000038694,0.5747566000000006,0.5572783000006893,0.6890056000002005,0.6061285000005228,0.39375920000020415,0.2530561999992642
0.65,5.068544199999451,0.4762246000000232,0.26310579999972106,0.1602281999994375,0.24485829999957787,3.890394600000036,0.011374300000170479,0.6668127000002642,0.30994790000022476,0.5353243999998085,0.48120529999960127,0.6414248999999472,0.5040683000006538,0.37057109999932436,0.20313569999962056
0.7,5.273391799999445,0.46519199999966077,0.2073860999998942,0.13525399999980436,0.20970110000052955,3.5052396999999473,0.011055700000724755,0.6552393000001757,0.2574847999994745,0.4387659000003623,0.49981949999983044,0.6063163999997414,0.47630149999986315,0.3159723999997368,0.1844310000005862
0.75,4.695951700000478,0.4141147999998793,0.23839920000045822,0.11667429999943124,0.18108910000046308,3.077707499999633,0.008669200000440469,0.6193791999994573,0.21307870000055118,0.43081160000019736,0.4333253999993758,0.5125733999993827,0.398548899999696,0.28753189999952156,0.19396700000015699
0.8,4.90627620000032,0.3743133999996644,0.20425020000038785,0.11830310000004829,0.1738201999996818,2.715684099999635,0.007645000000593427,0.6199128999996901,0.2489309000002322,0.4564831999996386,0.40671740000016143,0.4721300000001065,0.4111451999997371,0.26567249999970954,0.1618082000004506
0.85,3.885273299999426,0.3558868000000075,0.18994329999986803,0.11330980000002455,0.16104469999936555,2.6693337999995492,0.007352399999945192,0.47041689999969094,0.21678289999999834,0.37596639999992476,0.3793358000002627,0.4481372000000192,0.37427589999970223,0.2640140000003157,0.14933830000063608
0.9,4.04282349999994,0.3847797000007631,0.17332040000019333,0.1109323000000586,0.14832819999992353,2.981380799999897,0.006661700000222481,0.523475299999518,0.22771670000020094,0.398198500000035,0.3588953999997102,0.5065795999998954,0.3802309000002424,0.2511494999998831,0.13206389999959356
